gene_id	pfam_domain_count	top_pfam_name	top_pfam_accession	top_pfam_ievalue	top_pfam_description	pfam_domains	pfam_accessions	pfam_descriptions	pfam_proteins
MSTRG.20731	12	Pkinase	PF00069.32	3.3e-42	Protein kinase domain	Pkinase;PK_Tyr_Ser-Thr;ABC1	PF00069.32;PF07714.24;PF03109.23	Protein kinase domain;Protein tyrosine and serine/threonine kinase;ABC1 atypical kinase-like domain	MSTRG.20731.1.p1;MSTRG.20731.2.p1;MSTRG.20731.3.p1
MSTRG.20732	1	DUF3504	PF12012.14	2.8e-06	Domain of unknown function (DUF3504)	DUF3504	PF12012.14	Domain of unknown function (DUF3504)	MSTRG.20732.1.p1
MSTRG.20735	1	Glyco_hydro_59	PF02057.22	3e-55	Glycosyl hydrolase family 59	Glyco_hydro_59	PF02057.22	Glycosyl hydrolase family 59	MSTRG.20735.1.p1
MSTRG.20736	3	Glyco_hydro_59_C	PF21708.5	1.4e-45	Galactocerebrosidase, C-terminal lectin domain	Glyco_hydro_59_C;Glyco_hydro_59M;Glyco_hydro_59	PF21708.5;PF17387.9;PF02057.22	Galactocerebrosidase, C-terminal lectin domain;Glycosyl hydrolase family 59 central domain;Glycosyl hydrolase family 59	MSTRG.20736.1.p1
MSTRG.20739	2	Pribosyltran	PF00156.34	1.1e-23	Phosphoribosyl transferase domain	Pribosyltran	PF00156.34	Phosphoribosyl transferase domain	MSTRG.20739.2.p1;MSTRG.20739.1.p1
MSTRG.20742	1	SET	PF00856.34	8.6e-11	SET domain	SET	PF00856.34	SET domain	MSTRG.20742.1.p1
MSTRG.20747	1	PDCD7	PF16021.11	1.3e-23	Programmed cell death protein 7	PDCD7	PF16021.11	Programmed cell death protein 7	MSTRG.20747.1.p1
MSTRG.20748	4	PDCD7	PF16021.11	8.9e-15	Programmed cell death protein 7	PDCD7	PF16021.11	Programmed cell death protein 7	MSTRG.20748.2.p1;MSTRG.20748.1.p1;MSTRG.20748.5.p1;MSTRG.20748.3.p3
MSTRG.20749	14	Abhydrolase_1	PF00561.27	6.9e-30	alpha/beta hydrolase fold	Abhydrolase_1;Abhydrolase_6;Hydrolase_4	PF00561.27;PF12697.14;PF12146.16	alpha/beta hydrolase fold;Alpha/beta hydrolase family;Serine aminopeptidase, S33	MSTRG.20749.1.p1;MSTRG.20749.2.p1;MSTRG.20749.3.p1;MSTRG.20749.4.p1;MSTRG.20749.5.p1
MSTRG.2075	4	DAGK_cat	PF00781.30	4.2e-23	Diacylglycerol kinase catalytic domain	DAGK_cat	PF00781.30	Diacylglycerol kinase catalytic domain	MSTRG.2075.1.p1;MSTRG.2075.5.p1;MSTRG.2075.3.p1;MSTRG.2075.4.p1
MSTRG.20752	2	TERB2	PF15101.12	1e-29	Telomere-associated protein TERB2	TERB2	PF15101.12	Telomere-associated protein TERB2	MSTRG.20752.1.p1;MSTRG.20752.2.p1
MSTRG.20753	1	Nuc_sug_transp	PF04142.22	2.3e-45	Nucleotide-sugar transporter	Nuc_sug_transp	PF04142.22	Nucleotide-sugar transporter	MSTRG.20753.1.p1
MSTRG.20760	4	Ion_trans_2	PF07885.23	9.8e-17	Ion channel	Ion_trans_2	PF07885.23	Ion channel	MSTRG.20760.1.p1;MSTRG.20760.2.p1
MSTRG.20763	2	DTW	PF03942.21	6.5e-46	DTW domain	DTW	PF03942.21	DTW domain	MSTRG.20763.2.p1;MSTRG.20763.1.p1
MSTRG.20766	1	GOLD_2	PF13897.12	3.2e-69	Golgi-dynamics membrane-trafficking	GOLD_2	PF13897.12	Golgi-dynamics membrane-trafficking	MSTRG.20766.1.p1
MSTRG.2077	2	DAGK_cat	PF00781.30	4e-22	Diacylglycerol kinase catalytic domain	DAGK_cat	PF00781.30	Diacylglycerol kinase catalytic domain	MSTRG.2077.1.p1;MSTRG.2077.3.p1
MSTRG.20777	2	zf-RING_2	PF13639.13	3.1e-07	Ring finger domain	zf-RING_2	PF13639.13	Ring finger domain	MSTRG.20777.1.p1;MSTRG.20777.2.p1
MSTRG.2078	1	DAGK_cat	PF00781.30	2.7e-22	Diacylglycerol kinase catalytic domain	DAGK_cat	PF00781.30	Diacylglycerol kinase catalytic domain	MSTRG.2078.1.p1
MSTRG.20784	2	TBK1_ULD	PF18396.8	1.2e-08	TANK binding kinase 1 ubiquitin-like domain	TBK1_ULD	PF18396.8	TANK binding kinase 1 ubiquitin-like domain	MSTRG.20784.2.p1;MSTRG.20784.1.p1
MSTRG.20786	4	Transketolase_N	PF00456.27	9.9e-49	Transketolase, thiamine diphosphate binding domain	Transketolase_N;Transket_pyr;Transketolase_C;E1_dh	PF00456.27;PF02779.30;PF02780.26;PF00676.26	Transketolase, thiamine diphosphate binding domain;Transketolase, pyrimidine binding domain;Transketolase, C-terminal domain;Dehydrogenase E1 component	MSTRG.20786.1.p1
MSTRG.20789	1	MDM1	PF15501.12	3.6e-58	Nuclear protein MDM1	MDM1	PF15501.12	Nuclear protein MDM1	MSTRG.20789.1.p1
MSTRG.20802	1	Sds3	PF08598.17	6.8e-10	Sds3-like	Sds3	PF08598.17	Sds3-like	MSTRG.20802.1.p1
MSTRG.20808	84	WD40_Prp19	PF24814.2	2.3e-31	Prp19 WD40 domain	WD40_Prp19;Beta-prop_WDR5;WD40_CDC20-Fz;WD40_WDHD1_1st;Beta-prop_WDR3_1st;Beta-prop_IFT122_1st;Beta-prop_THOC3;WD40_Gbeta;WDR55;Beta-prop_WDR36-Utp21_2nd;Beta-prop_EML_2;WD40;Beta-prop_WDR3_2nd;Beta-prop_EML;EIF3I;Beta-prop_WDR36-Utp21_1st;Beta-prop_WDR90_POC16_2nd;Beta-prop_CAF1B_HIR1;Beta-prop_TEP1_2nd;Beta-prop_HPS5	PF24814.2;PF25175.2;PF24807.2;PF24817.2;PF25173.2;PF23381.2;PF25174.2;PF25391.2;PF24796.2;PF25168.2;PF23414.2;PF00400.39;PF25172.2;PF23409.2;PF24805.2;PF25171.2;PF23393.3;PF24105.2;PF25047.1;PF23756.2	Prp19 WD40 domain;WDR5 beta-propeller domain;CDC20/Fizzy WD40 domain;WDHD1 first WD40 domain;WDR3 first beta-propeller domain;IFT122 first beta-propeller;THOC3 beta-propeller domain;G protein beta WD-40 repeat protein;WDR55;WDR36/Utp21 second beta-propeller domain;Echinoderm microtubule-associated protein second beta-propeller;WD domain, G-beta repeat;WDR3 second beta-propeller domain;Echinoderm microtubule-associated protein first beta-propeller;EIF3I;WDR36/Utp21 first beta-propeller;WDR90/POC16, second beta-propeller;CAF1B/HIR1 beta-propeller domain;TEP-1 second beta-propeller;HPS5 beta-propeller	MSTRG.20808.1.p1;MSTRG.20808.2.p1
MSTRG.20809	8	OST3_OST6	PF04756.20	1.9e-102	OST3 / OST6 family, transporter family	OST3_OST6	PF04756.20	OST3 / OST6 family, transporter family	MSTRG.20809.1.p1;MSTRG.20809.2.p1;MSTRG.20809.3.p1;MSTRG.20809.4.p1;MSTRG.20809.7.p1;MSTRG.20809.6.p1;MSTRG.20809.5.p1;MSTRG.20809.6.p2
MSTRG.20810	3	Utp12	PF04003.18	8.2e-24	Dip2/Utp12 Family	Utp12	PF04003.18	Dip2/Utp12 Family	MSTRG.20810.1.p1;MSTRG.20810.2.p1;MSTRG.20810.3.p1
MSTRG.20811	10	ATP-synt_C	PF00137.27	1.6e-19	ATP synthase subunit C	ATP-synt_C	PF00137.27	ATP synthase subunit C	MSTRG.20811.1.p1;MSTRG.20811.2.p1;MSTRG.20811.3.p1;MSTRG.20811.4.p1;MSTRG.20811.5.p1
MSTRG.20816	1	TMEM164	PF14808.12	6.4e-21	TMEM164 family	TMEM164	PF14808.12	TMEM164 family	MSTRG.20816.1.p1
MSTRG.20818	1	DDE_Tnp_1_7	PF13843.13	1e-07	Transposase IS4	DDE_Tnp_1_7	PF13843.13	Transposase IS4	MSTRG.20818.1.p1
MSTRG.20819	1	DNA_pol_A	PF00476.27	6.3e-56	DNA polymerase family A	DNA_pol_A	PF00476.27	DNA polymerase family A	MSTRG.20819.1.p1
MSTRG.20820	1	RVT_1	PF00078.33	2e-15	Reverse transcriptase (RNA-dependent DNA polymerase)	RVT_1	PF00078.33	Reverse transcriptase (RNA-dependent DNA polymerase)	MSTRG.20820.1.p1
MSTRG.20821	1	Ten1_2	PF15490.13	8.4e-22	Telomere-capping, CST complex subunit	Ten1_2	PF15490.13	Telomere-capping, CST complex subunit	MSTRG.20821.1.p1
MSTRG.20824	4	C2	PF00168.37	1.7e-13	C2 domain	C2;SMP_C2CD2L	PF00168.37;PF18696.8	C2 domain;Synaptotagmin-like, mitochondrial and lipid-binding domain	MSTRG.20824.2.p1;MSTRG.20824.1.p1
MSTRG.20826	2	EDRF1_N	PF23788.2	5.3e-77	EDRF1 N-terminal	EDRF1_N;TPR_EDRF1	PF23788.2;PF23723.2	EDRF1 N-terminal;Erythroid differentiation-related factor 1-like, TPR repeats	MSTRG.20826.1.p1
MSTRG.20829	3	Beta-prop_THOC3	PF25174.2	2e-11	THOC3 beta-propeller domain	Beta-prop_THOC3;Beta-prop_EML_2;WD40_CDC20-Fz	PF25174.2;PF23414.2;PF24807.2	THOC3 beta-propeller domain;Echinoderm microtubule-associated protein second beta-propeller;CDC20/Fizzy WD40 domain	MSTRG.20829.1.p1
MSTRG.20832	6	Lactamase_B_2	PF12706.14	9.6e-38	Beta-lactamase superfamily domain	Lactamase_B_2;Lactamase_B_3	PF12706.14;PF13483.13	Beta-lactamase superfamily domain	MSTRG.20832.1.p1;MSTRG.20832.2.p1;MSTRG.20832.3.p1
MSTRG.20834	4	Lactamase_B_2	PF12706.14	6.2e-39	Beta-lactamase superfamily domain	Lactamase_B_2;Lactamase_B_3	PF12706.14;PF13483.13	Beta-lactamase superfamily domain	MSTRG.20834.1.p1;MSTRG.20834.2.p1
MSTRG.20838	1	NADAR	PF08719.18	3.4e-36	NADAR domain	NADAR	PF08719.18	NADAR domain	MSTRG.20838.1.p1
MSTRG.20846	12	LRR_8	PF13855.13	1e-15	Leucine rich repeat	LRR_8;LRR_5;LRR_4	PF13855.13;PF13306.13;PF12799.14	Leucine rich repeat;BspA type Leucine rich repeat region (6 copies);Leucine Rich repeats (2 copies)	MSTRG.20846.1.p1
MSTRG.2085	12	muHD	PF10291.15	5.9e-58	Muniscin C-terminal mu homology domain	muHD;GMIP-like_FCH;FCH	PF10291.15;PF22699.2;PF00611.29	Muniscin C-terminal mu homology domain;GEM-interacting protein-like, FCH domain;Fes/CIP4, and EFC/F-BAR homology domain	MSTRG.2085.2.p1;MSTRG.2085.4.p1;MSTRG.2085.3.p1;MSTRG.2085.1.p1
MSTRG.20854	1	Med15_N	PF09606.16	1.1e-09	ARC105/Med15 mediator subunit N-terminal KIX domain	Med15_N	PF09606.16	ARC105/Med15 mediator subunit N-terminal KIX domain	MSTRG.20854.1.p1
MSTRG.20858	4	Cation_ATPase	PF13246.13	6.9e-49	P-type ATPase, cytoplasmic domain N	Cation_ATPase;Cation_ATPase_C;Hydrolase;HAD	PF13246.13;PF00689.27;PF00702.33;PF12710.14	P-type ATPase, cytoplasmic domain N;Cation transporting ATPase, C-terminus;haloacid dehalogenase-like hydrolase	MSTRG.20858.1.p1
MSTRG.20862	2	Glycos_transf_2	PF00535.33	3.3e-28	Glycosyl transferase family 2	Glycos_transf_2;Ricin_B_lectin	PF00535.33;PF00652.29	Glycosyl transferase family 2;Ricin-type beta-trefoil lectin domain	MSTRG.20862.1.p1
MSTRG.20868	5	zf-B_box	PF00643.30	5.8e-06	B-box zinc finger	zf-B_box	PF00643.30	B-box zinc finger	MSTRG.20868.1.p1;MSTRG.20868.2.p1;MSTRG.20868.5.p1;MSTRG.20868.3.p1;MSTRG.20868.4.p1
MSTRG.20870	4	MATH_2	PF22486.3	8.2e-18	MATH domain	MATH_2;MATH	PF22486.3;PF00917.33	MATH domain	MSTRG.20870.1.p1;MSTRG.20870.2.p1
MSTRG.20872	1	PP2C	PF00481.27	3.3e-29	Protein phosphatase 2C	PP2C	PF00481.27	Protein phosphatase 2C	MSTRG.20872.1.p1
MSTRG.20874	1	PP2C	PF00481.27	2.1e-10	Protein phosphatase 2C	PP2C	PF00481.27	Protein phosphatase 2C	MSTRG.20874.1.p1
MSTRG.20877	2	NO_synthase	PF02898.21	1.2e-150	Nitric oxide synthase, oxygenase domain	NO_synthase	PF02898.21	Nitric oxide synthase, oxygenase domain	MSTRG.20877.1.p1;MSTRG.20877.2.p1
MSTRG.20879	1	PH	PF00169.36	1.5e-10	PH domain	PH	PF00169.36	PH domain	MSTRG.20879.1.p1
MSTRG.20880	1	PH	PF00169.36	8.2e-10	PH domain	PH	PF00169.36	PH domain	MSTRG.20880.1.p1
MSTRG.20888	1	Exo_endo_phos	PF03372.30	1e-19	Endonuclease/Exonuclease/phosphatase family	Exo_endo_phos	PF03372.30	Endonuclease/Exonuclease/phosphatase family	MSTRG.20888.1.p1
MSTRG.20889	1	NUDIX	PF00293.35	4.2e-19	NUDIX domain	NUDIX	PF00293.35	NUDIX domain	MSTRG.20889.1.p1
MSTRG.20892	6	zf-H2C2_2	PF13465.13	2.2e-07	Zinc-finger double domain	zf-H2C2_2	PF13465.13	Zinc-finger double domain	MSTRG.20892.1.p1;MSTRG.20892.2.p1
MSTRG.20894	4	Pkinase	PF00069.32	1.4e-18	Protein kinase domain	Pkinase;PK_Tyr_Ser-Thr	PF00069.32;PF07714.24	Protein kinase domain;Protein tyrosine and serine/threonine kinase	MSTRG.20894.2.p1;MSTRG.20894.1.p1
MSTRG.20899	2	Inositol_P	PF00459.31	3.8e-48	Inositol monophosphatase family	Inositol_P	PF00459.31	Inositol monophosphatase family	MSTRG.20899.2.p1;MSTRG.20899.1.p1
MSTRG.20900	2	Pkinase	PF00069.32	6.7e-12	Protein kinase domain	Pkinase;PK_Tyr_Ser-Thr	PF00069.32;PF07714.24	Protein kinase domain;Protein tyrosine and serine/threonine kinase	MSTRG.20900.1.p1
MSTRG.20906	1	DDRGK	PF09756.16	2.5e-45	DDRGK domain	DDRGK	PF09756.16	DDRGK domain	MSTRG.20906.1.p1
MSTRG.2091	1	AP_endonuc_2	PF01261.31	4.9e-38	Xylose isomerase-like TIM barrel	AP_endonuc_2	PF01261.31	Xylose isomerase-like TIM barrel	MSTRG.2091.1.p1
MSTRG.20910	2	Amino_oxidase	PF01593.31	1.2e-68	Flavin containing amine oxidoreductase	Amino_oxidase;NAD_binding_8	PF01593.31;PF13450.13	Flavin containing amine oxidoreductase;NAD(P)-binding Rossmann-like domain	MSTRG.20910.1.p1
MSTRG.20916	1	Peptidase_S10	PF00450.29	5e-67	Serine carboxypeptidase	Peptidase_S10	PF00450.29	Serine carboxypeptidase	MSTRG.20916.1.p1
MSTRG.20917	1	Tubulin	PF00091.32	4.7e-54	Tubulin/FtsZ family, GTPase domain	Tubulin	PF00091.32	Tubulin/FtsZ family, GTPase domain	MSTRG.20917.1.p1
MSTRG.20919	1	SRP19	PF01922.24	1e-25	SRP19 protein	SRP19	PF01922.24	SRP19 protein	MSTRG.20919.1.p1
MSTRG.20921	4	RRM_1	PF00076.29	2.7e-12	RNA recognition motif	RRM_1	PF00076.29	RNA recognition motif	MSTRG.20921.3.p2;MSTRG.20921.4.p2;MSTRG.20921.1.p1;MSTRG.20921.2.p1
MSTRG.20922	14	Ig_NUP210_2nd	PF22969.4	7.3e-41	NUP210 Ig-like domain 2	Ig_NUP210_2nd;Ig_NUP210_13th;Ig_NUP210_15th;Ig_NUP210_4th;Ig_NUP210_7th;Ig_NUP210_6th;Ig_NUP210_3rd;Ig_NUP210_9th;Ig_NUP210_5th;Ig_NUP210_14th;Ig_NUP210_16th;NUP210_Ig;Ig_NUP210_8th;Big_2	PF22969.4;PF26181.1;PF22959.4;PF24991.3;PF22962.4;PF24935.2;PF22963.4;PF24902.2;PF26182.1;PF26183.2;PF25354.2;PF22957.3;PF26184.2;PF02368.25	NUP210 Ig-like domain 2;NUP210 Ig-like domain 13;NUP210 Ig-like domain 15;NUP210 forth Ig-like domain;NUP210 Ig-like domain 7;NUP210-like, Ig-like domain 6;NUP210 Ig-like domain 3;NUP210, Ig-like domain 9;NUP210 Ig-like domain 5;NUP210 Ig-like domain 14;NUP210-like, Ig-like domain 16;NUP210 Ig-like domain;NUP210 Ig-like domain 8;Bacterial Ig-like domain (group 2)	MSTRG.20922.3.p1
MSTRG.20927	33	3Beta_HSD	PF01073.26	5.5e-67	3-beta hydroxysteroid dehydrogenase/isomerase family	3Beta_HSD;Epimerase;GDP_Man_Dehyd;NAD_binding_10;RmlD_sub_bind;NAD_binding_4;NmrA;Polysacc_synt_2	PF01073.26;PF01370.28;PF16363.12;PF13460.13;PF04321.24;PF07993.19;PF05368.20;PF02719.22	3-beta hydroxysteroid dehydrogenase/isomerase family;NAD dependent epimerase/dehydratase family;GDP-mannose 4,6 dehydratase;NAD(P)H-binding;RmlD substrate binding domain;Male sterility protein;NmrA-like family;Polysaccharide biosynthesis protein	MSTRG.20927.2.p1;MSTRG.20927.3.p1;MSTRG.20927.4.p1;MSTRG.20927.5.p1;MSTRG.20927.1.p1
MSTRG.20928	1	Meckelin	PF09773.15	3.4e-120	Meckelin (Transmembrane protein 67)	Meckelin	PF09773.15	Meckelin (Transmembrane protein 67)	MSTRG.20928.1.p1
MSTRG.2093	8	Pkinase	PF00069.32	8.2e-49	Protein kinase domain	Pkinase;PK_Tyr_Ser-Thr	PF00069.32;PF07714.24	Protein kinase domain;Protein tyrosine and serine/threonine kinase	MSTRG.2093.1.p2;MSTRG.2093.2.p1;MSTRG.2093.1.p1;MSTRG.2093.2.p2
MSTRG.20939	1	Herpes_teg_N	PF04843.20	4.4e-09	Herpesvirus tegument protein, N-terminal conserved region	Herpes_teg_N	PF04843.20	Herpesvirus tegument protein, N-terminal conserved region	MSTRG.20939.1.p1
MSTRG.2094	1	Carb_anhydrase	PF00194.27	3.8e-43	Eukaryotic-type carbonic anhydrase	Carb_anhydrase	PF00194.27	Eukaryotic-type carbonic anhydrase	MSTRG.2094.1.p1
MSTRG.20945	4	Man-6-P_recep	PF02157.22	4.3e-66	Mannose-6-phosphate receptor	Man-6-P_recep;ATG27	PF02157.22;PF09451.17	Mannose-6-phosphate receptor;Autophagy-related protein 27	MSTRG.20945.1.p1;MSTRG.20945.2.p1
MSTRG.20950	1	UTP6_C	PF24892.2	6.4e-15	U3 small nucleolar RNA-associated protein 6 C-terminal	UTP6_C	PF24892.2	U3 small nucleolar RNA-associated protein 6 C-terminal	MSTRG.20950.1.p1
MSTRG.20953	2	Hormone_recep	PF00104.36	3.1e-15	Ligand-binding domain of nuclear hormone receptor	Hormone_recep;zf-C4	PF00104.36;PF00105.25	Ligand-binding domain of nuclear hormone receptor;Double treble clef zinc finger, C4 type	MSTRG.20953.1.p1
MSTRG.20956	3	Ig_3	PF13927.13	2.7e-10	Immunoglobulin domain	Ig_3;I-set;Ig_2	PF13927.13;PF07679.23;PF13895.13	Immunoglobulin domain;Immunoglobulin I-set domain	MSTRG.20956.1.p1
MSTRG.20959	2	Arginase	PF00491.27	1.1e-27	Arginase family	Arginase	PF00491.27	Arginase family	MSTRG.20959.1.p1;MSTRG.20959.2.p1
MSTRG.20960	1	Arginase	PF00491.27	1.9e-50	Arginase family	Arginase	PF00491.27	Arginase family	MSTRG.20960.1.p1
MSTRG.20965	3	Lactamase_B_2	PF12706.14	2.6e-15	Beta-lactamase superfamily domain	Lactamase_B_2;Anti-Pycsar_Apyc1;Lactamase_B_4	PF12706.14;PF23023.2;PF13691.13	Beta-lactamase superfamily domain;Anti-Pycsar protein Apyc1;tRNase Z endonuclease	MSTRG.20965.1.p1
MSTRG.20968	2	Glycogen_syn	PF05693.20	2.5e-60	Glycogen synthase	Glycogen_syn	PF05693.20	Glycogen synthase	MSTRG.20968.1.p1;MSTRG.20968.2.p1
MSTRG.20969	1	Glycogen_syn	PF05693.20	1.6e-84	Glycogen synthase	Glycogen_syn	PF05693.20	Glycogen synthase	MSTRG.20969.1.p1
MSTRG.20971	9	Glycogen_syn	PF05693.20	3e-181	Glycogen synthase	Glycogen_syn;Syntaxin_2;SNARE	PF05693.20;PF14523.13;PF05739.26	Glycogen synthase;Syntaxin-like protein;SNARE domain	MSTRG.20971.1.p1;MSTRG.20971.2.p1;MSTRG.20971.3.p1;MSTRG.20971.1.p2;MSTRG.20971.2.p2;MSTRG.20971.3.p2
MSTRG.20974	6	SH3_1	PF00018.35	8.5e-15	SH3 domain	SH3_1;SH3_9;SH3_2	PF00018.35;PF14604.13;PF07653.24	SH3 domain;Variant SH3 domain	MSTRG.20974.2.p1;MSTRG.20974.1.p1
MSTRG.20976	2	Cu_amine_oxidN2	PF02727.22	3.2e-06	Copper amine oxidase, N2 domain	Cu_amine_oxidN2	PF02727.22	Copper amine oxidase, N2 domain	MSTRG.20976.2.p1;MSTRG.20976.1.p1
MSTRG.20977	2	zf-C4	PF00105.25	2.7e-31	Double treble clef zinc finger, C4 type	zf-C4;Hormone_recep	PF00105.25;PF00104.36	Double treble clef zinc finger, C4 type;Ligand-binding domain of nuclear hormone receptor	MSTRG.20977.1.p1
MSTRG.20979	4	TPR_DOCK9	PF28208.1	1.1e-79	DOCK9-like, TPR repeats	TPR_DOCK9;DOCK-C2	PF28208.1;PF14429.13	DOCK9-like, TPR repeats;C2 domain in Dock180 and Zizimin proteins	MSTRG.20979.1.p1;MSTRG.20979.2.p1
MSTRG.20981	1	DOCK_C-D_N	PF11878.14	1.3e-27	Dedicator of cytokinesis C/D, N terminal	DOCK_C-D_N	PF11878.14	Dedicator of cytokinesis C/D, N terminal	MSTRG.20981.1.p1
MSTRG.20991	2	jr-ZPR1	PF22794.2	1.2e-25	ZPR1 jelly-roll domain	jr-ZPR1;Zn_ribbon_ZPR1	PF22794.2;PF03367.20	ZPR1 jelly-roll domain;ZPR1 zinc-finger domain	MSTRG.20991.1.p1
MSTRG.20992	1	PARP	PF00644.27	1.7e-09	Poly(ADP-ribose) polymerase catalytic domain	PARP	PF00644.27	Poly(ADP-ribose) polymerase catalytic domain	MSTRG.20992.1.p1
MSTRG.20993	2	PARP	PF00644.27	1e-22	Poly(ADP-ribose) polymerase catalytic domain	PARP	PF00644.27	Poly(ADP-ribose) polymerase catalytic domain	MSTRG.20993.1.p1;MSTRG.20993.2.p1
MSTRG.20995	3	jr-ZPR1	PF22794.2	4.4e-41	ZPR1 jelly-roll domain	jr-ZPR1;Zn_ribbon_ZPR1	PF22794.2;PF03367.20	ZPR1 jelly-roll domain;ZPR1 zinc-finger domain	MSTRG.20995.1.p1
MSTRG.20998	3	LigB	PF02900.24	2.4e-06	Catalytic LigB subunit of aromatic ring-opening dioxygenase	LigB	PF02900.24	Catalytic LigB subunit of aromatic ring-opening dioxygenase	MSTRG.20998.1.p1;MSTRG.20998.2.p1;MSTRG.20998.4.p1
MSTRG.20999	2	RRM_1	PF00076.29	5.6e-17	RNA recognition motif	RRM_1	PF00076.29	RNA recognition motif	MSTRG.20999.1.p1;MSTRG.20999.2.p1
MSTRG.21	11	Cupin_8	PF13621.13	1.8e-35	Cupin-like domain	Cupin_8	PF13621.13	Cupin-like domain	MSTRG.21.2.p1;MSTRG.21.4.p1;MSTRG.21.5.p1;MSTRG.21.8.p1;MSTRG.21.1.p1;MSTRG.21.3.p1;MSTRG.21.6.p1;MSTRG.21.7.p1;MSTRG.21.1.p2;MSTRG.21.3.p2;MSTRG.21.6.p2
MSTRG.21001	1	FAM124	PF15067.12	1.4e-63	FAM124 domain	FAM124	PF15067.12	FAM124 domain	MSTRG.21001.1.p1
MSTRG.21003	1	AAA_9	PF12781.14	1.3e-07	ATP-binding dynein motor region	AAA_9	PF12781.14	ATP-binding dynein motor region	MSTRG.21003.1.p1
MSTRG.21005	1	Dynein_C	PF18199.7	2.8e-31	Dynein heavy chain C-terminal domain	Dynein_C	PF18199.7	Dynein heavy chain C-terminal domain	MSTRG.21005.1.p1
MSTRG.21010	1	TMEM169	PF15052.12	1.2e-46	TMEM169 protein family	TMEM169	PF15052.12	TMEM169 protein family	MSTRG.21010.1.p1
MSTRG.21015	2	7tm_1	PF00001.27	3.5e-17	7 transmembrane receptor (rhodopsin family)	7tm_1	PF00001.27	7 transmembrane receptor (rhodopsin family)	MSTRG.21015.1.p1;MSTRG.21015.2.p1
MSTRG.21023	2	NSUN5_fdxn-like	PF21148.4	1.4e-08	NOL1/NOP2/Sun domain family member 5, ferredoxin-like domain	NSUN5_fdxn-like;Methyltr_RsmB-F	PF21148.4;PF01189.24	NOL1/NOP2/Sun domain family member 5, ferredoxin-like domain;16S rRNA methyltransferase RsmB/F	MSTRG.21023.1.p1
MSTRG.21026	1	FAT	PF02259.30	1.1e-07	FAT domain	FAT	PF02259.30	FAT domain	MSTRG.21026.1.p1
MSTRG.21028	4	PI3_PI4_kinase	PF00454.34	1.8e-58	Phosphatidylinositol 3- and 4-kinase	PI3_PI4_kinase;FATC	PF00454.34;PF02260.26	Phosphatidylinositol 3- and 4-kinase;FATC domain	MSTRG.21028.1.p1;MSTRG.21028.2.p1
MSTRG.21031	1	Homeodomain	PF00046.36	3.2e-08	Homeodomain	Homeodomain	PF00046.36	Homeodomain	MSTRG.21031.1.p1
MSTRG.21035	3	LRR_8	PF13855.13	7.4e-09	Leucine rich repeat	LRR_8;LRR_4	PF13855.13;PF12799.14	Leucine rich repeat;Leucine Rich repeats (2 copies)	MSTRG.21035.1.p1
MSTRG.21037	5	Ribosomal_L1	PF00687.27	5.9e-13	Ribosomal protein L1p/L10e family	Ribosomal_L1	PF00687.27	Ribosomal protein L1p/L10e family	MSTRG.21037.3.p1;MSTRG.21037.2.p1;MSTRG.21037.1.p1;MSTRG.21037.4.p1;MSTRG.21037.5.p1
MSTRG.21038	1	ELFV_dehydrog	PF00208.28	5.3e-45	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	ELFV_dehydrog	PF00208.28	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	MSTRG.21038.1.p1
MSTRG.21039	1	ELFV_dehydrog_N	PF02812.24	1.3e-40	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	ELFV_dehydrog_N	PF02812.24	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	MSTRG.21039.1.p1
MSTRG.21040	1	Tetraspanin	PF00335.27	2.3e-37	Tetraspanin family	Tetraspanin	PF00335.27	Tetraspanin family	MSTRG.21040.1.p1
MSTRG.21045	2	zf-C2H2_jaz	PF12171.15	4.3e-10	Zinc-finger double-stranded RNA-binding	zf-C2H2_jaz;zf-met	PF12171.15;PF12874.14	Zinc-finger double-stranded RNA-binding;Zinc-finger of C2H2 type	MSTRG.21045.1.p1
MSTRG.21046	4	DnaJ	PF00226.37	9.7e-28	DnaJ domain	DnaJ;ZUO1-like_ZHD	PF00226.37;PF21884.3	DnaJ domain;Zuotin-like, zuotin homology domain	MSTRG.21046.1.p1;MSTRG.21046.2.p1
MSTRG.21048	2	APC1_C	PF18122.7	5.3e-28	Anaphase-promoting complex sub unit 1 C-terminal domain	APC1_C;APC1_3rd	PF18122.7;PF21282.3	Anaphase-promoting complex sub unit 1 C-terminal domain;APC1 beta sandwich domain	MSTRG.21048.1.p1
MSTRG.21052	1	APC1_4th	PF27562.1	5.4e-69	APC1 fourth domain	APC1_4th	PF27562.1	APC1 fourth domain	MSTRG.21052.1.p1
MSTRG.21053	1	Apc1_MidN	PF20518.5	7.8e-47	Anaphase-promoting complex subunit 1 middle domain	Apc1_MidN	PF20518.5	Anaphase-promoting complex subunit 1 middle domain	MSTRG.21053.1.p1
